"","time.Bisphenol.b","Agutlumen.Bisphenol.b","Cgut.Bisphenol.b","Cliver.Bisphenol.b","Cven.Bisphenol.b","Clung.Bisphenol.b","Cart.Bisphenol.b","Crest.Bisphenol.b","Ckidney.Bisphenol.b","Cplasma.Bisphenol.b","Atubules.Bisphenol.b","Ametabolized.Bisphenol.b","AUC.Bisphenol.b","time.Bisphenol.a","Agutlumen.Bisphenol.a","Cgut.Bisphenol.a","Cliver.Bisphenol.a","Cven.Bisphenol.a","Clung.Bisphenol.a","Cart.Bisphenol.a","Crest.Bisphenol.a","Ckidney.Bisphenol.a","Cplasma.Bisphenol.a","Atubules.Bisphenol.a","Ametabolized.Bisphenol.a","AUC.Bisphenol.a"
"1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",1e-04,0.001842,1.461e-06,1.5e-08,0,0,0,0,0,0,0,0,0,1e-04,0.001953,1.567e-06,5e-09,0,0,0,0,0,0,0,0,0
"3",0.0104,0.00168,4.632e-05,4.273e-05,1.39e-06,9.49e-07,1.333e-06,4.01e-07,8.582e-06,2.211e-06,1.6e-08,6.531e-06,1e-08,0.0104,0.001782,0.0001016,2.978e-05,3.42e-07,2.868e-06,2.93e-07,7.4e-08,3.62e-06,4.44e-07,6e-09,1.312e-06,2e-09
"4",0.0208,0.001532,5.056e-05,6.742e-05,2.562e-06,1.754e-06,2.531e-06,1.747e-06,1.83e-05,4.076e-06,7.7e-08,2.537e-05,4.3e-08,0.0208,0.001624,0.0001375,7.467e-05,9.71e-07,8.652e-06,9.16e-07,5.29e-07,1.69e-05,1.261e-06,4.1e-08,7.408e-06,1e-08
"5",0.0312,0.001396,5.087e-05,7.574e-05,3.219e-06,2.206e-06,3.2e-06,3.431e-06,2.372e-05,5.121e-06,1.66e-07,4.926e-05,9.2e-08,0.0312,0.001481,0.0001495,0.0001101,1.547e-06,1.403e-05,1.501e-06,1.42e-06,3.212e-05,2.008e-06,1.13e-07,1.825e-05,2.8e-08
"6",0.0416,0.001273,4.998e-05,7.774e-05,3.647e-06,2.5e-06,3.634e-06,5.126e-06,2.715e-05,5.803e-06,2.71e-07,7.468e-05,1.49e-07,0.0416,0.00135,0.000152,0.0001334,1.987e-06,1.817e-05,1.954e-06,2.632e-06,4.483e-05,2.58e-06,2.15e-07,3.248e-05,5.2e-08
"7",0.052,0.00116,4.871e-05,7.74e-05,3.968e-06,2.72e-06,3.958e-06,6.713e-06,2.968e-05,6.313e-06,3.88e-07,0.0001003,2.12e-07,0.052,0.00123,0.00015,0.0001468,2.302e-06,2.114e-05,2.278e-06,4.033e-06,5.426e-05,2.989e-06,3.41e-07,4.882e-05,8.1e-08
"8",0.0624,0.001058,4.734e-05,7.622e-05,4.229e-06,2.899e-06,4.22e-06,8.159e-06,3.171e-05,6.727e-06,5.13e-07,0.0001257,2.8e-07,0.0624,0.001121,0.0001457,0.0001532,2.519e-06,2.319e-05,2.503e-06,5.521e-06,6.09e-05,3.271e-06,4.83e-07,6.627e-05,1.13e-07
"9",0.0728,0.000964,4.599e-05,7.477e-05,4.449e-06,3.05e-06,4.442e-06,9.46e-06,3.342e-05,7.078e-06,6.46e-07,0.0001506,3.51e-07,0.0728,0.001022,0.0001403,0.0001547,2.667e-06,2.459e-05,2.656e-06,7.023e-06,6.546e-05,3.463e-06,6.35e-07,8.417e-05,1.48e-07
"10",0.0832,0.0008787,4.47e-05,7.326e-05,4.639e-06,3.181e-06,4.633e-06,1.062e-05,3.489e-05,7.38e-06,7.85e-07,0.000175,4.27e-07,0.0832,0.0009318,0.0001343,0.0001532,2.765e-06,2.552e-05,2.758e-06,8.49e-06,6.852e-05,3.59e-06,7.95e-07,0.0001021,1.85e-07
"11",0.0936,0.000801,4.348e-05,7.178e-05,4.803e-06,3.293e-06,4.798e-06,1.166e-05,3.616e-05,7.641e-06,9.3e-07,0.0001989,5.05e-07,0.0936,0.0008494,0.0001282,0.0001497,2.828e-06,2.612e-05,2.824e-06,9.892e-06,7.053e-05,3.672e-06,9.6e-07,0.0001196,2.23e-07
"12",0.104,0.0007301,4.233e-05,7.034e-05,4.945e-06,3.39e-06,4.94e-06,1.258e-05,3.726e-05,7.866e-06,1.079e-06,0.0002224,5.86e-07,0.104,0.0007743,0.0001221,0.0001451,2.867e-06,2.649e-05,2.865e-06,1.121e-05,7.18e-05,3.723e-06,1.128e-06,0.0001367,2.61e-07
"13",0.1144,0.0006655,4.125e-05,6.896e-05,5.066e-06,3.474e-06,5.062e-06,1.339e-05,3.82e-05,8.059e-06,1.232e-06,0.0002453,6.68e-07,0.1144,0.0007058,0.0001162,0.0001398,2.89e-06,2.671e-05,2.889e-06,1.244e-05,7.257e-05,3.753e-06,1.298e-06,0.0001533,3e-07
"14",0.1248,0.0006066,4.022e-05,6.764e-05,5.169e-06,3.544e-06,5.165e-06,1.41e-05,3.9e-05,8.223e-06,1.389e-06,0.0002679,7.53e-07,0.1248,0.0006433,0.0001105,0.0001343,2.901e-06,2.682e-05,2.901e-06,1.358e-05,7.299e-05,3.767e-06,1.469e-06,0.0001692,3.39e-07
"15",0.1352,0.000553,3.925e-05,6.636e-05,5.255e-06,3.603e-06,5.252e-06,1.472e-05,3.967e-05,8.36e-06,1.549e-06,0.00029,8.39e-07,0.1352,0.0005864,0.0001052,0.0001288,2.905e-06,2.685e-05,2.905e-06,1.462e-05,7.317e-05,3.771e-06,1.64e-06,0.0001844,3.79e-07
"16",0.1456,0.0005041,3.833e-05,6.514e-05,5.327e-06,3.653e-06,5.324e-06,1.527e-05,4.023e-05,8.474e-06,1.711e-06,0.0003117,9.27e-07,0.1456,0.0005345,0.0001002,0.0001234,2.903e-06,2.683e-05,2.903e-06,1.558e-05,7.318e-05,3.769e-06,1.812e-06,0.0001991,4.18e-07
"17",0.156,0.0004595,3.745e-05,6.396e-05,5.385e-06,3.692e-06,5.383e-06,1.574e-05,4.068e-05,8.566e-06,1.875e-06,0.000333,1.015e-06,0.156,0.0004873,9.555e-05,0.0001183,2.897e-06,2.678e-05,2.897e-06,1.644e-05,7.308e-05,3.761e-06,1.983e-06,0.0002131,4.57e-07
"18",0.1664,0.0004188,3.663e-05,6.283e-05,5.431e-06,3.724e-06,5.429e-06,1.615e-05,4.104e-05,8.639e-06,2.04e-06,0.0003539,1.105e-06,0.1664,0.0004441,9.125e-05,0.0001134,2.888e-06,2.67e-05,2.889e-06,1.723e-05,7.29e-05,3.75e-06,2.154e-06,0.0002265,4.96e-07
"19",0.1768,0.0003818,3.584e-05,6.174e-05,5.466e-06,3.748e-06,5.464e-06,1.649e-05,4.132e-05,8.695e-06,2.207e-06,0.0003744,1.195e-06,0.1768,0.0004049,8.727e-05,0.0001088,2.878e-06,2.661e-05,2.879e-06,1.794e-05,7.267e-05,3.737e-06,2.324e-06,0.0002394,5.35e-07
"20",0.1872,0.000348,3.509e-05,6.068e-05,5.49e-06,3.765e-06,5.49e-06,1.678e-05,4.152e-05,8.734e-06,2.375e-06,0.0003946,1.286e-06,0.1872,0.000369,8.36e-05,0.0001045,2.867e-06,2.651e-05,2.868e-06,1.859e-05,7.24e-05,3.723e-06,2.494e-06,0.0002518,5.74e-07
"21",0.1976,0.0003172,3.437e-05,5.966e-05,5.506e-06,3.776e-06,5.506e-06,1.703e-05,4.165e-05,8.76e-06,2.544e-06,0.0004145,1.377e-06,0.1976,0.0003364,8.022e-05,0.0001005,2.855e-06,2.64e-05,2.856e-06,1.916e-05,7.211e-05,3.707e-06,2.663e-06,0.0002637,6.12e-07
"22",0.208,0.0002891,3.368e-05,5.867e-05,5.514e-06,3.781e-06,5.514e-06,1.722e-05,4.172e-05,8.772e-06,2.713e-06,0.000434,1.468e-06,0.208,0.0003066,7.711e-05,9.681e-05,2.843e-06,2.629e-05,2.844e-06,1.968e-05,7.181e-05,3.691e-06,2.831e-06,0.0002751,6.51e-07
"23",0.20823333,0.0002885,3.367e-05,5.865e-05,5.514e-06,3.781e-06,5.514e-06,1.723e-05,4.172e-05,8.772e-06,2.716e-06,0.0004344,1.47e-06,0.20823333,0.000306,7.705e-05,9.673e-05,2.843e-06,2.628e-05,2.844e-06,1.969e-05,7.18e-05,3.691e-06,2.835e-06,0.0002754,6.52e-07
"24",0.20833333,0.0002883,3.366e-05,5.864e-05,5.514e-06,3.781e-06,5.514e-06,1.723e-05,4.172e-05,8.772e-06,2.718e-06,0.0004346,1.471e-06,0.20833333,0.0003057,7.702e-05,9.669e-05,2.843e-06,2.628e-05,2.844e-06,1.97e-05,7.18e-05,3.691e-06,2.836e-06,0.0002755,6.52e-07
"25",0.20843333,0.00213,3.511e-05,5.864e-05,5.514e-06,3.781e-06,5.514e-06,1.723e-05,4.172e-05,8.772e-06,2.72e-06,0.0004348,1.472e-06,0.20843333,0.002259,7.855e-05,9.666e-05,2.843e-06,2.628e-05,2.844e-06,1.97e-05,7.179e-05,3.691e-06,2.838e-06,0.0002756,6.52e-07
"26",0.2184,0.001949,7.904e-05,9.919e-05,6.854e-06,4.696e-06,6.796e-06,1.775e-05,4.991e-05,1.09e-05,2.897e-06,0.0004593,1.568e-06,0.2184,0.002067,0.000174,0.0001217,3.154e-06,2.887e-05,3.107e-06,2.021e-05,7.482e-05,4.095e-06,3.004e-06,0.0002873,6.91e-07
"27",0.2288,0.001777,8.29e-05,0.0001237,8.043e-06,5.513e-06,8.012e-06,1.92e-05,5.977e-05,1.28e-05,3.125e-06,0.0004967,1.692e-06,0.2288,0.001884,0.0002084,0.0001636,3.769e-06,3.452e-05,3.714e-06,2.106e-05,8.758e-05,4.893e-06,3.204e-06,0.0003039,7.37e-07
"28",0.2392,0.001619,8.268e-05,0.0001315,8.699e-06,5.964e-06,8.681e-06,2.097e-05,6.519e-05,1.384e-05,3.382e-06,0.0005391,1.831e-06,0.2392,0.001717,0.0002185,0.0001965,4.335e-06,3.981e-05,4.29e-06,2.231e-05,0.0001025,5.629e-06,3.441e-06,0.0003249,7.92e-07
"29",0.2496,0.001476,8.123e-05,0.0001327,9.115e-06,6.25e-06,9.103e-06,2.272e-05,6.855e-05,1.45e-05,3.655e-06,0.0005828,1.979e-06,0.2496,0.001565,0.0002189,0.0002175,4.767e-06,4.387e-05,4.734e-06,2.384e-05,0.000115,6.189e-06,3.708e-06,0.000349,8.54e-07
"30",0.26,0.001346,7.94e-05,0.0001316,9.416e-06,6.456e-06,9.407e-06,2.435e-05,7.093e-05,1.498e-05,3.939e-06,0.0006264,2.132e-06,0.26,0.001427,0.000215,0.0002287,5.073e-06,4.676e-05,5.05e-06,2.552e-05,0.0001242,6.586e-06,3.998e-06,0.000375,9.2e-07
"31",0.2704,0.001227,7.749e-05,0.0001296,9.652e-06,6.618e-06,9.645e-06,2.581e-05,7.278e-05,1.536e-05,4.231e-06,0.0006695,2.29e-06,0.2704,0.001301,0.0002089,0.0002329,5.28e-06,4.872e-05,5.265e-06,2.726e-05,0.0001306,6.856e-06,4.303e-06,0.0004018,9.9e-07
"32",0.2808,0.001118,7.563e-05,0.0001273,9.844e-06,6.75e-06,9.838e-06,2.71e-05,7.428e-05,1.566e-05,4.529e-06,0.0007119,2.451e-06,0.2808,0.001186,0.0002018,0.0002325,5.417e-06,5.001e-05,5.407e-06,2.898e-05,0.0001349,7.033e-06,4.618e-06,0.0004289,1.063e-06
"33",0.2912,0.001019,7.383e-05,0.000125,1e-05,6.858e-06,9.997e-06,2.823e-05,7.551e-05,1.591e-05,4.833e-06,0.0007535,2.616e-06,0.2912,0.001081,0.0001942,0.0002291,5.503e-06,5.084e-05,5.497e-06,3.065e-05,0.0001377,7.145e-06,4.94e-06,0.0004557,1.136e-06
"34",0.3016,0.000929,7.212e-05,0.0001228,1.013e-05,6.946e-06,1.013e-05,2.922e-05,7.651e-05,1.612e-05,5.142e-06,0.0007944,2.782e-06,0.3016,0.0009852,0.0001866,0.0002239,5.555e-06,5.133e-05,5.552e-06,3.222e-05,0.0001394,7.213e-06,5.266e-06,0.000482,1.211e-06
"35",0.312,0.0008468,7.05e-05,0.0001206,1.023e-05,7.017e-06,1.023e-05,3.008e-05,7.732e-05,1.628e-05,5.454e-06,0.0008345,2.951e-06,0.312,0.000898,0.0001791,0.0002176,5.583e-06,5.159e-05,5.581e-06,3.368e-05,0.0001404,7.248e-06,5.595e-06,0.0005076,1.286e-06
"36",0.3224,0.0007719,6.895e-05,0.0001184,1.031e-05,7.072e-06,1.031e-05,3.081e-05,7.796e-05,1.641e-05,5.769e-06,0.0008739,3.121e-06,0.3224,0.0008186,0.0001719,0.0002109,5.593e-06,5.17e-05,5.593e-06,3.503e-05,0.0001409,7.262e-06,5.925e-06,0.0005324,1.362e-06
"37",0.3328,0.0007036,6.748e-05,0.0001164,1.037e-05,7.114e-06,1.037e-05,3.143e-05,7.843e-05,1.65e-05,6.085e-06,0.0009127,3.292e-06,0.3328,0.0007461,0.0001651,0.0002039,5.593e-06,5.17e-05,5.593e-06,3.627e-05,0.000141,7.261e-06,6.255e-06,0.0005565,1.437e-06
"38",0.3432,0.0006413,6.608e-05,0.0001144,1.042e-05,7.142e-06,1.041e-05,3.196e-05,7.877e-05,1.657e-05,6.404e-06,0.0009507,3.464e-06,0.3432,0.0006801,0.0001587,0.0001971,5.584e-06,5.162e-05,5.585e-06,3.74e-05,0.0001408,7.25e-06,6.585e-06,0.0005797,1.513e-06
"39",0.3536,0.0005846,6.473e-05,0.0001125,1.044e-05,7.16e-06,1.044e-05,3.239e-05,7.898e-05,1.661e-05,6.724e-06,0.0009882,3.636e-06,0.3536,0.00062,0.0001527,0.0001905,5.57e-06,5.149e-05,5.571e-06,3.842e-05,0.0001406,7.232e-06,6.914e-06,0.0006022,1.588e-06
"40",0.364,0.0005329,6.345e-05,0.0001106,1.045e-05,7.167e-06,1.045e-05,3.274e-05,7.908e-05,1.663e-05,7.044e-06,0.001025,3.809e-06,0.364,0.0005651,0.0001471,0.0001842,5.552e-06,5.133e-05,5.554e-06,3.935e-05,0.0001402,7.209e-06,7.243e-06,0.000624,1.663e-06
"41",0.3744,0.0004857,6.222e-05,0.0001088,1.045e-05,7.165e-06,1.045e-05,3.302e-05,7.907e-05,1.662e-05,7.364e-06,0.001061,3.982e-06,0.3744,0.0005151,0.0001419,0.0001782,5.532e-06,5.115e-05,5.534e-06,4.017e-05,0.0001397,7.183e-06,7.57e-06,0.000645,1.738e-06
"42",0.3848,0.0004428,6.105e-05,0.0001071,1.043e-05,7.155e-06,1.043e-05,3.323e-05,7.897e-05,1.66e-05,7.684e-06,0.001097,4.155e-06,0.3848,0.0004696,0.0001372,0.0001726,5.51e-06,5.094e-05,5.512e-06,4.091e-05,0.0001391,7.154e-06,7.896e-06,0.0006653,1.813e-06
"43",0.3952,0.0004036,5.991e-05,0.0001054,1.041e-05,7.137e-06,1.041e-05,3.338e-05,7.879e-05,1.656e-05,8.003e-06,0.001132,4.327e-06,0.3952,0.000428,0.0001327,0.0001674,5.487e-06,5.073e-05,5.489e-06,4.157e-05,0.0001386,7.124e-06,8.221e-06,0.000685,1.887e-06
"44",0.4056,0.0003679,5.883e-05,0.0001037,1.037e-05,7.113e-06,1.037e-05,3.348e-05,7.853e-05,1.65e-05,8.322e-06,0.001166,4.499e-06,0.4056,0.0003902,0.0001286,0.0001626,5.464e-06,5.052e-05,5.466e-06,4.215e-05,0.000138,7.094e-06,8.544e-06,0.0007042,1.961e-06
"45",0.416,0.0003354,5.778e-05,0.0001021,1.033e-05,7.083e-06,1.033e-05,3.352e-05,7.821e-05,1.643e-05,8.639e-06,0.0012,4.671e-06,0.416,0.0003556,0.0001249,0.0001581,5.44e-06,5.029e-05,5.442e-06,4.266e-05,0.0001374,7.063e-06,8.866e-06,0.0007228,2.034e-06
"46",0.41656667,0.0003337,5.772e-05,0.000102,1.033e-05,7.081e-06,1.033e-05,3.352e-05,7.819e-05,1.643e-05,8.656e-06,0.001202,4.68e-06,0.41656667,0.0003538,0.0001247,0.0001578,5.438e-06,5.028e-05,5.44e-06,4.269e-05,0.0001374,7.061e-06,8.884e-06,0.0007238,2.038e-06
"47",0.41666667,0.0003334,5.771e-05,0.000102,1.033e-05,7.081e-06,1.033e-05,3.352e-05,7.819e-05,1.643e-05,8.659e-06,0.001202,4.682e-06,0.41666667,0.0003535,0.0001246,0.0001578,5.438e-06,5.028e-05,5.44e-06,4.269e-05,0.0001374,7.061e-06,8.887e-06,0.0007239,2.039e-06
"48",0.41676667,0.002175,5.916e-05,0.000102,1.033e-05,7.08e-06,1.033e-05,3.352e-05,7.818e-05,1.643e-05,8.662e-06,0.001203,4.683e-06,0.41676667,0.002307,0.0001262,0.0001577,5.438e-06,5.028e-05,5.44e-06,4.27e-05,0.0001373,7.06e-06,8.89e-06,0.0007241,2.04e-06
"49",0.4264,0.001996,0.0001025,0.0001407,1.157e-05,7.926e-06,1.151e-05,3.387e-05,8.559e-05,1.84e-05,8.969e-06,0.001239,4.849e-06,0.4264,0.002117,0.0002192,0.0001808,5.721e-06,5.261e-05,5.676e-06,4.317e-05,0.0001398,7.427e-06,9.191e-06,0.000742,2.109e-06
"50",0.4368,0.00182,0.0001062,0.0001655,1.272e-05,8.723e-06,1.269e-05,3.513e-05,9.523e-05,2.024e-05,9.341e-06,0.001291,5.051e-06,0.4368,0.00193,0.0002543,0.000222,6.322e-06,5.812e-05,6.268e-06,4.399e-05,0.0001521,8.208e-06,9.543e-06,0.0007653,2.19e-06
"51",0.4472,0.001659,0.0001057,0.000173,1.334e-05,9.145e-06,1.332e-05,3.673e-05,0.0001004,2.122e-05,9.741e-06,0.001347,5.267e-06,0.4472,0.001759,0.0002643,0.0002547,6.881e-06,6.334e-05,6.836e-06,4.52e-05,0.0001668,8.934e-06,9.931e-06,0.0007931,2.28e-06
"52",0.4576,0.001512,0.000104,0.0001738,1.371e-05,9.398e-06,1.37e-05,3.833e-05,0.0001033,2.181e-05,1.016e-05,0.001404,5.491e-06,0.4576,0.001603,0.0002645,0.0002753,7.306e-06,6.734e-05,7.273e-06,4.669e-05,0.0001791,9.485e-06,1.035e-05,0.000824,2.375e-06
"53",0.468,0.001378,0.0001018,0.0001721,1.396e-05,9.57e-06,1.395e-05,3.979e-05,0.0001053,2.22e-05,1.058e-05,0.001461,5.72e-06,0.468,0.001461,0.0002601,0.0002862,7.603e-06,7.015e-05,7.581e-06,4.833e-05,0.0001881,9.872e-06,1.079e-05,0.0008566,2.476e-06
"54",0.4784,0.001256,9.962e-05,0.0001696,1.414e-05,9.697e-06,1.414e-05,4.109e-05,0.0001068,2.25e-05,1.101e-05,0.001518,5.953e-06,0.4784,0.001332,0.0002537,0.0002901,7.802e-06,7.204e-05,7.788e-06,5.002e-05,0.0001943,1.013e-05,1.124e-05,0.0008901,2.58e-06
"55",0.4888,0.001145,9.743e-05,0.0001668,1.428e-05,9.793e-06,1.428e-05,4.221e-05,0.0001079,2.272e-05,1.145e-05,0.001573,6.188e-06,0.4888,0.001214,0.0002461,0.0002893,7.93e-06,7.325e-05,7.921e-06,5.169e-05,0.0001983,1.03e-05,1.171e-05,0.0009237,2.687e-06
"56",0.4992,0.001044,9.533e-05,0.0001639,1.439e-05,9.865e-06,1.438e-05,4.318e-05,0.0001087,2.289e-05,1.188e-05,0.001628,6.425e-06,0.4992,0.001107,0.0002382,0.0002855,8.006e-06,7.398e-05,8.001e-06,5.33e-05,0.0002009,1.04e-05,1.218e-05,0.0009571,2.794e-06
"57",0.5096,0.0009514,9.332e-05,0.0001611,1.446e-05,9.918e-06,1.446e-05,4.4e-05,0.0001094,2.301e-05,1.233e-05,0.001681,6.664e-06,0.5096,0.001009,0.0002302,0.0002798,8.048e-06,7.438e-05,8.045e-06,5.482e-05,0.0002024,1.045e-05,1.265e-05,0.0009899,2.903e-06
"58",0.52,0.0008673,9.139e-05,0.0001584,1.451e-05,9.953e-06,1.451e-05,4.469e-05,0.0001098,2.309e-05,1.277e-05,0.001734,6.904e-06,0.52,0.0009197,0.0002223,0.0002731,8.065e-06,7.455e-05,8.064e-06,5.622e-05,0.0002031,1.047e-05,1.312e-05,0.001022,3.012e-06
"59",0.5304,0.0007905,8.955e-05,0.0001558,1.454e-05,9.972e-06,1.454e-05,4.526e-05,0.00011,2.314e-05,1.322e-05,0.001786,7.144e-06,0.5304,0.0008384,0.0002148,0.0002659,8.065e-06,7.456e-05,8.066e-06,5.751e-05,0.0002033,1.047e-05,1.36e-05,0.001053,3.12e-06
"60",0.5408,0.0007206,8.779e-05,0.0001532,1.455e-05,9.978e-06,1.455e-05,4.571e-05,0.0001101,2.315e-05,1.366e-05,0.001837,7.385e-06,0.5408,0.0007642,0.0002076,0.0002586,8.054e-06,7.446e-05,8.055e-06,5.869e-05,0.0002031,1.046e-05,1.408e-05,0.001084,3.229e-06
"61",0.5512,0.0006569,8.61e-05,0.0001507,1.454e-05,9.972e-06,1.454e-05,4.607e-05,0.0001101,2.313e-05,1.411e-05,0.001887,7.625e-06,0.5512,0.0006966,0.0002009,0.0002514,8.035e-06,7.428e-05,8.037e-06,5.975e-05,0.0002027,1.043e-05,1.455e-05,0.001113,3.338e-06
"62",0.5616,0.0005987,8.449e-05,0.0001483,1.452e-05,9.954e-06,1.452e-05,4.634e-05,0.0001099,2.309e-05,1.455e-05,0.001936,7.866e-06,0.5616,0.000635,0.0001945,0.0002444,8.01e-06,7.405e-05,8.012e-06,6.07e-05,0.0002022,1.04e-05,1.503e-05,0.001142,3.446e-06
"63",0.572,0.0005458,8.293e-05,0.000146,1.448e-05,9.927e-06,1.448e-05,4.652e-05,0.0001096,2.303e-05,1.5e-05,0.001985,8.106e-06,0.572,0.0005788,0.0001887,0.0002377,7.982e-06,7.379e-05,7.984e-06,6.155e-05,0.0002015,1.036e-05,1.55e-05,0.00117,3.554e-06
"64",0.5824,0.0004975,8.143e-05,0.0001437,1.442e-05,9.89e-06,1.442e-05,4.663e-05,0.0001092,2.294e-05,1.544e-05,0.002032,8.345e-06,0.5824,0.0005276,0.0001832,0.0002313,7.951e-06,7.351e-05,7.953e-06,6.231e-05,0.0002008,1.032e-05,1.597e-05,0.001197,3.662e-06
"65",0.5928,0.0004535,7.999e-05,0.0001415,1.436e-05,9.846e-06,1.436e-05,4.668e-05,0.0001087,2.284e-05,1.588e-05,0.00208,8.583e-06,0.5928,0.0004809,0.0001781,0.0002254,7.918e-06,7.321e-05,7.921e-06,6.297e-05,2e-04,1.028e-05,1.644e-05,0.001224,3.769e-06
"66",0.6032,0.0004134,7.86e-05,0.0001393,1.428e-05,9.794e-06,1.429e-05,4.666e-05,0.0001082,2.272e-05,1.632e-05,0.002126,8.82e-06,0.6032,0.0004384,0.0001734,0.0002198,7.885e-06,7.29e-05,7.888e-06,6.355e-05,0.0001991,1.024e-05,1.69e-05,0.001249,3.876e-06
"67",0.6136,0.0003768,7.725e-05,0.0001372,1.42e-05,9.736e-06,1.42e-05,4.659e-05,0.0001075,2.259e-05,1.676e-05,0.002171,9.055e-06,0.6136,0.0003996,0.0001691,0.0002147,7.851e-06,7.259e-05,7.854e-06,6.406e-05,0.0001983,1.019e-05,1.737e-05,0.001275,3.982e-06
"68",0.624,0.0003435,7.595e-05,0.0001351,1.411e-05,9.673e-06,1.411e-05,4.648e-05,0.0001068,2.244e-05,1.719e-05,0.002216,9.289e-06,0.624,0.0003642,0.000165,0.0002098,7.816e-06,7.227e-05,7.819e-06,6.449e-05,0.0001974,1.015e-05,1.783e-05,0.001299,4.088e-06
"69",0.6344,0.0003131,7.469e-05,0.0001331,1.4e-05,9.604e-06,1.401e-05,4.632e-05,0.0001061,2.228e-05,1.762e-05,0.002261,9.522e-06,0.6344,0.000332,0.0001613,0.0002053,7.781e-06,7.195e-05,7.784e-06,6.486e-05,0.0001965,1.01e-05,1.829e-05,0.001323,4.193e-06
"70",0.6448,0.0002854,7.347e-05,0.0001312,1.39e-05,9.531e-06,1.39e-05,4.612e-05,0.0001053,2.211e-05,1.805e-05,0.002304,9.753e-06,0.6448,0.0003026,0.0001579,0.0002012,7.747e-06,7.163e-05,7.75e-06,6.517e-05,0.0001957,1.006e-05,1.875e-05,0.001347,4.298e-06
"71",0.6552,0.0002601,7.229e-05,0.0001292,1.379e-05,9.454e-06,1.379e-05,4.589e-05,0.0001044,2.193e-05,1.847e-05,0.002347,9.982e-06,0.6552,0.0002759,0.0001547,0.0001973,7.712e-06,7.13e-05,7.715e-06,6.543e-05,0.0001948,1.001e-05,1.921e-05,0.00137,4.402e-06
"72",0.6656,0.0002371,7.114e-05,0.0001274,1.367e-05,9.373e-06,1.367e-05,4.562e-05,0.0001036,2.175e-05,1.889e-05,0.00239,1.021e-05,0.6656,0.0002515,0.0001517,0.0001937,7.677e-06,7.099e-05,7.681e-06,6.564e-05,0.0001939,9.968e-06,1.966e-05,0.001393,4.506e-06
"73",0.676,0.0002161,7.002e-05,0.0001255,1.355e-05,9.29e-06,1.355e-05,4.533e-05,0.0001027,2.155e-05,1.931e-05,0.002431,1.043e-05,0.676,0.0002292,0.0001489,0.0001903,7.643e-06,7.067e-05,7.646e-06,6.58e-05,0.0001931,9.923e-06,2.011e-05,0.001415,4.61e-06
"74",0.6864,0.000197,6.893e-05,0.0001237,1.342e-05,9.204e-06,1.343e-05,4.502e-05,0.0001017,2.135e-05,1.972e-05,0.002472,1.066e-05,0.6864,0.0002089,0.0001464,0.0001872,7.609e-06,7.035e-05,7.612e-06,6.592e-05,0.0001922,9.879e-06,2.056e-05,0.001437,4.712e-06
"75",0.6968,0.0001796,6.787e-05,0.0001219,1.329e-05,9.116e-06,1.33e-05,4.468e-05,0.0001007,2.115e-05,2.013e-05,0.002513,1.088e-05,0.6968,0.0001905,0.000144,0.0001843,7.575e-06,7.003e-05,7.578e-06,6.601e-05,0.0001913,9.835e-06,2.101e-05,0.001458,4.815e-06
"76",0.7072,0.0001637,6.684e-05,0.0001202,1.316e-05,9.026e-06,1.317e-05,4.433e-05,9.975e-05,2.094e-05,2.054e-05,0.002553,1.11e-05,0.7072,0.0001736,0.0001418,0.0001816,7.541e-06,6.972e-05,7.544e-06,6.606e-05,0.0001905,9.791e-06,2.146e-05,0.00148,4.917e-06
"77",0.7176,0.0001492,6.583e-05,0.0001185,1.303e-05,8.934e-06,1.303e-05,4.395e-05,9.874e-05,2.073e-05,2.094e-05,0.002592,1.131e-05,0.7176,0.0001582,0.0001397,0.000179,7.507e-06,6.941e-05,7.51e-06,6.609e-05,0.0001896,9.747e-06,2.19e-05,0.001501,5.019e-06
"78",0.728,0.000136,6.484e-05,0.0001168,1.289e-05,8.842e-06,1.29e-05,4.357e-05,9.772e-05,2.051e-05,2.134e-05,0.002631,1.153e-05,0.728,0.0001442,0.0001378,0.0001767,7.474e-06,6.91e-05,7.476e-06,6.608e-05,0.0001888,9.703e-06,2.235e-05,0.001521,5.12e-06
"79",0.7384,0.000124,6.388e-05,0.0001152,1.276e-05,8.748e-06,1.276e-05,4.317e-05,9.668e-05,2.029e-05,2.173e-05,0.002669,1.174e-05,0.7384,0.0001315,0.000136,0.0001745,7.44e-06,6.879e-05,7.443e-06,6.605e-05,0.0001879,9.66e-06,2.279e-05,0.001542,5.22e-06
"80",0.7488,0.000113,6.294e-05,0.0001136,1.262e-05,8.653e-06,1.262e-05,4.276e-05,9.564e-05,2.007e-05,2.212e-05,0.002707,1.195e-05,0.7488,0.0001199,0.0001343,0.0001724,7.407e-06,6.848e-05,7.41e-06,6.6e-05,0.0001871,9.617e-06,2.322e-05,0.001562,5.321e-06
